split_index,split,recording_id,original_state,source_csv_sha256,label,window_index_in_recording,source_start_index,source_end_index_exclusive,start_host_monotonic_ns,last_host_monotonic_ns,start_since_command_s,last_since_command_s,first_to_last_span_s
361,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,167,58654,58782,16048209687578,16048822359199,283.174695838,283.787367459,0.612671621
362,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,168,58782,58910,16048826042659,16049440300780,283.791050919,284.40530904,0.614258121
363,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,169,58910,59038,16049443982814,16050058000397,284.408991074,285.023008657,0.614017583
364,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,170,59038,59166,16050061690635,16050674325294,285.026698895,285.639333554,0.612634659
365,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,171,59166,59294,16050679921400,16051292644115,285.64492966,286.257652375,0.612722715
366,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,172,59294,59422,16051298347703,16051910071010,286.263355963,286.87507927,0.611723307
367,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,173,59422,59550,16051915654024,16052528519849,286.880662284,287.493528109,0.612865825
368,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,174,59550,59678,16052532229383,16053145737893,287.497237643,288.110746153,0.61350851
369,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,175,59678,59806,16053151320315,16053764229417,288.116328575,288.729237677,0.612909102
370,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,176,59806,59934,16053767976970,16054380725462,288.73298523,289.345733722,0.612748492
371,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,177,59934,60062,16054386321754,16054999129227,289.351330014,289.964137487,0.612807473
372,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,178,60062,60190,16055004736037,16055617728714,289.969744297,290.582736974,0.612992677
373,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,179,60190,60318,16055621428748,16056234463592,290.586437008,291.199471852,0.613034844
374,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,180,60318,60446,16056240113939,16056852200117,291.205122199,291.817208377,0.612086178
375,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,181,60446,60574,16056857739631,16057470205790,291.822747891,292.43521405,0.612466159
376,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,182,60574,60702,16057475804156,16058088736481,292.440812416,293.053744741,0.612932325
377,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,183,60702,60830,16058092427756,16058705240784,293.057436016,293.670249044,0.612813028
378,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,184,60830,60958,16058710839558,16059324142679,293.675847818,294.289150939,0.613303121
379,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,185,60958,61086,16059327853694,16059941931315,294.292861954,294.906939575,0.614077621
380,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,186,61086,61214,16059945620516,16060559712580,294.910628776,295.52472084,0.614092064
381,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,187,61214,61342,16060563405818,16061177746438,295.528414078,296.142754698,0.61434062
382,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,188,61342,61470,16061181427843,16061795663445,296.146436103,296.760671705,0.614235602
383,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,189,61470,61598,16061799350979,16062412891674,296.764359239,297.377899934,0.613540695
384,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,190,61598,61726,16062416573652,16063031223106,297.381581912,297.996231366,0.614649454
385,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,191,61726,61854,16063034903973,16063647891465,297.999912233,298.612899725,0.612987492
386,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,192,61854,61982,16063653480553,16064265458249,298.618488813,299.230466509,0.611977696
387,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,193,61982,62110,16064271059874,16064883971551,299.236068134,299.848979811,0.612911677
